cash_flow,own_supporting,user_other,trust_fund,exp_type,gov_level,desccription,year,value,mode,chained_value,estimate_actual,deflator
Revenue,Own,User-Based-Transit,Trust Fund,-,Federal,"HTF HA excise taxes, excluding transfers which approximate revenues derived from users of other modes (air, boat, etc.)",2010,4811042000,Highways,5512761398,Actual,89.756
Revenue,Own,User-Based-Transit,Trust Fund,-,Federal,"HTF HA excise taxes, excluding transfers which approximate revenues derived from users of other modes (air, boat, etc.)",2011,4922357687,Highways,5397381207,Actual,92.191
Revenue,Own,User-Based-Transit,Trust Fund,-,Federal,"HTF HA excise taxes, excluding transfers which approximate revenues derived from users of other modes (air, boat, etc.)",2012,5003447070,Highways,5284866195,Actual,92.944
Revenue,Own,User-Based-Transit,Trust Fund,-,Federal,"HTF HA excise taxes, excluding transfers which approximate revenues derived from users of other modes (air, boat, etc.)",2013,4647546164,Highways,4797962281,Actual,94.354
Revenue,Own,User-Based-Transit,Trust Fund,-,Federal,"HTF HA excise taxes, excluding transfers which approximate revenues derived from users of other modes (air, boat, etc.)",2014,4964520903,Highways,5059075015,Actual,96.197
Revenue,Own,User-Based-Transit,Trust Fund,-,Federal,"HTF HA excise taxes, excluding transfers which approximate revenues derived from users of other modes (air, boat, etc.)",2015,5048527972,Highways,5191021513,Actual,97.039
Revenue,Own,User-Based-Transit,Trust Fund,-,Federal,"HTF HA excise taxes, excluding transfers which approximate revenues derived from users of other modes (air, boat, etc.)",2016,5161713279,Highways,5310076826,Actual,97.996
Revenue,Own,User-Based-Transit,Trust Fund,-,Federal,"HTF HA excise taxes, excluding transfers which approximate revenues derived from users of other modes (air, boat, etc.)",2017,5285652727,Highways,5285652727,Actual,100
Revenue,Own,User-Based-Transit,Trust Fund,-,Federal,"HTF HA excise taxes, excluding transfers which approximate revenues derived from users of other modes (air, boat, etc.)",2018,5321818061,Highways,5091820528,Actual,102.965
Revenue,Own,User-Based-Transit,Trust Fund,-,Federal,"HTF HA excise taxes, excluding transfers which approximate revenues derived from users of other modes (air, boat, etc.)",2019,5307422269,Highways,4997713936,Actual,104.87
Revenue,Own,User-Based-Transit,Trust Fund,-,Federal,"HTF HA excise taxes, excluding transfers which approximate revenues derived from users of other modes (air, boat, etc.)",2020,5198053888,Highways,4872566449,Actual,105.425
Revenue,Own,User-Based-Transit,Trust Fund,-,Federal,"HTF HA excise taxes, excluding transfers which approximate revenues derived from users of other modes (air, boat, etc.)",2021,5425314904,Highways,4677277856,Actual,108.67
Revenue,Own,User-Based-Transit,Trust Fund,-,Federal,"HTF HA excise taxes, excluding transfers which approximate revenues derived from users of other modes (air, boat, etc.)",2022,5748256380,Highways,4510700571,Actual,114.265
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest earned on HTF,2010,12315928.9,Highways,14112281.17,Actual,89.756
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest earned on HTF,2011,11211554.62,Highways,12293506.09,Actual,92.191
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest earned on HTF,2012,4845920.62,Highways,5118479.662,Actual,92.944
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest earned on HTF,2013,4639241.22,Highways,4789388.551,Actual,94.354
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest earned on HTF,2014,2598432.71,Highways,2647922.379,Actual,96.197
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest earned on HTF,2015,1394951.16,Highways,1434323.336,Actual,97.039
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest earned on HTF,2016,91965993.21,Highways,94609379.27,Actual,97.996
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest earned on HTF,2017,281298256.1,Highways,281298256.1,Actual,100
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest earned on HTF,2018,542810134.1,Highways,519351047.3,Actual,102.965
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest earned on HTF,2019,620719471.3,Highways,584498122.6,Actual,104.87
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest earned on HTF,2020,144624558,Highways,135568577.1,Actual,105.425
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest earned on HTF,2021,7573050.25,Highways,6528885.579,Actual,108.67
Revenue,Own,User-Based,Trust Fund,-,Federal,Interest earned on HTF,2022,728214086,Highways,571435140.8,Actual,114.265
Revenue,Own,User-Based,Trust Fund,-,Federal,HTF receipts from fines and penalties and other sources,2010,30322765.33,Highways,34745522.95,Actual,89.756
Revenue,Own,User-Based,Trust Fund,-,Federal,HTF receipts from fines and penalties and other sources,2011,22753007.13,Highways,24948746.29,Actual,92.191
Revenue,Own,User-Based,Trust Fund,-,Federal,HTF receipts from fines and penalties and other sources,2012,22103559.15,Highways,23346774.91,Actual,92.944
Revenue,Own,User-Based,Trust Fund,-,Federal,HTF receipts from fines and penalties and other sources,2013,15454278.69,Highways,15954450.72,Actual,94.354
Revenue,Own,User-Based,Trust Fund,-,Federal,HTF receipts from fines and penalties and other sources,2014,18603698.75,Highways,18958024.22,Actual,96.197
Revenue,Own,User-Based,Trust Fund,-,Federal,HTF receipts from fines and penalties and other sources,2015,24185948.54,Highways,24868591.37,Actual,97.039
Revenue,Own,User-Based,Trust Fund,-,Federal,HTF receipts from fines and penalties and other sources,2016,119512749.3,Highways,122947914,Actual,97.996
Revenue,Own,User-Based,Trust Fund,-,Federal,HTF receipts from fines and penalties and other sources,2017,35006594.68,Highways,35006594.68,Actual,100
Revenue,Own,User-Based,Trust Fund,-,Federal,HTF receipts from fines and penalties and other sources,2018,27036407.15,Highways,25867951.77,Actual,102.965
Revenue,Own,User-Based,Trust Fund,-,Federal,HTF receipts from fines and penalties and other sources,2019,97614321.4,Highways,91918153.43,Actual,104.87
Revenue,Own,User-Based,Trust Fund,-,Federal,HTF receipts from fines and penalties and other sources,2020,107464009.9,Highways,100734917.4,Actual,105.425
Revenue,Own,User-Based,Trust Fund,-,Federal,HTF receipts from fines and penalties and other sources,2021,104720510.6,Highways,90281750.25,Actual,108.67
Revenue,Own,User-Based,Trust Fund,-,Federal,HTF receipts from fines and penalties and other sources,2022,18666039.84,Highways,14647383.66,Actual,114.265
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor fuel taxes used for highways,2010,30272220000,Highways,34687605276,Actual,86.838
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor fuel taxes used for highways,2011,33375153000,Highways,36595963772,Actual,91.006
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor fuel taxes used for highways,2012,32844700000,Highways,34692051756,Actual,94.939
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor fuel taxes used for highways,2013,28319653000,Highways,29236208125,Actual,97.257
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor fuel taxes used for highways,2014,31698598000,Highways,32302328520,Actual,98.431
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor fuel taxes used for highways,2015,33684172000,Highways,34634900005,Actual,97.288
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor fuel taxes used for highways,2016,33476491000,Highways,34438708516,Actual,97.085
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor fuel taxes used for highways,2017,32934654000,Highways,32934654000,Actual,100
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor fuel taxes used for highways,2018,35739157000,Highways,34194587483,Actual,104.756
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor fuel taxes used for highways,2019,39292621000,Highways,36999746697,Actual,106.402
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor fuel taxes used for highways,2020,39288746000,Highways,36828595801,Actual,106.875
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor fuel taxes used for highways,2021,38481582000,Highways,33175779573,Actual,117.108
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor fuel taxes used for highways,2022,41270640000,Highways,32385385605,Actual,129.519
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor fuel taxes used for transit,2010,3609590000,Highways,4136070401,Actual,86.838
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor fuel taxes used for transit,2011,6466392000,Highways,7090419851,Actual,91.006
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor fuel taxes used for transit,2012,5727819000,Highways,6049980459,Actual,94.939
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor fuel taxes used for transit,2013,6867993000,Highways,7090273060,Actual,97.257
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor fuel taxes used for transit,2014,5140426000,Highways,5238330395,Actual,98.431
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor fuel taxes used for transit,2015,5193791000,Highways,5340384556,Actual,97.288
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor fuel taxes used for transit,2016,6044513000,Highways,6218250931,Actual,97.085
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor fuel taxes used for transit,2017,6322958000,Highways,6322958000,Actual,100
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor fuel taxes used for transit,2018,6443656000,Highways,6165175043,Actual,104.756
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor fuel taxes used for transit,2019,5286417000,Highways,4977934405,Actual,106.402
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor fuel taxes used for transit,2020,6052915000,Highways,5673898575,Actual,106.875
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor fuel taxes used for transit,2021,6475335000,Highways,5582522221,Actual,117.108
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor fuel taxes used for transit,2022,6183857000,Highways,4852519696,Actual,129.519
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor vehicle taxes used for highways,2010,22774012000,Highways,26095738561,Actual,86.838
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor vehicle taxes used for highways,2011,21042070000,Highways,23072698166,Actual,91.006
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor vehicle taxes used for highways,2012,22119472000,Highways,23363582783,Actual,94.939
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor vehicle taxes used for highways,2013,21139715000,Highways,21823894079,Actual,97.257
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor vehicle taxes used for highways,2014,24470249000,Highways,24936308608,Actual,98.431
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor vehicle taxes used for highways,2015,28495201000,Highways,29299471492,Actual,97.288
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor vehicle taxes used for highways,2016,25064538000,Highways,25784970064,Actual,97.085
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor vehicle taxes used for highways,2017,27290160000,Highways,27290160000,Actual,100
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor vehicle taxes used for highways,2018,28101389000,Highways,26886907393,Actual,104.756
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor vehicle taxes used for highways,2019,32182168000,Highways,30304215750,Actual,106.402
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor vehicle taxes used for highways,2020,30948677000,Highways,29010758343,Actual,106.875
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor vehicle taxes used for highways,2021,32948912000,Highways,28405948635,Actual,117.108
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State motor vehicle taxes used for highways,2022,34980924000,Highways,27449797545,Actual,129.519
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor vehicle taxes used for transit,2010,3478255000,Highways,3985579402,Actual,86.838
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor vehicle taxes used for transit,2011,4914197000,Highways,5388432987,Actual,91.006
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor vehicle taxes used for transit,2012,4362904000,Highways,4608295749,Actual,94.939
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor vehicle taxes used for transit,2013,6739184000,Highways,6957295205,Actual,97.257
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor vehicle taxes used for transit,2014,4034861000,Highways,4111708838,Actual,98.431
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor vehicle taxes used for transit,2015,4255072000,Highways,4375170428,Actual,97.288
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor vehicle taxes used for transit,2016,5069253000,Highways,5214958953,Actual,97.085
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor vehicle taxes used for transit,2017,5537597000,Highways,5537597000,Actual,100
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor vehicle taxes used for transit,2018,5337580000,Highways,5106901270,Actual,104.756
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor vehicle taxes used for transit,2019,4529331000,Highways,4265027261,Actual,106.402
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor vehicle taxes used for transit,2020,5434129000,Highways,5093859205,Actual,106.875
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor vehicle taxes used for transit,2021,6466809000,Highways,5575171778,Actual,117.108
Revenue,Own,User-Based-Transit,Non-Trust Fund,-,State and local,State motor vehicle taxes used for transit,2022,5278975000,Highways,4142451897,Actual,129.519
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State toll revenues used for highways,2010,7917636000,Highways,9072470809,Actual,86.838
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State toll revenues used for highways,2011,8153191000,Highways,8940000439,Actual,91.006
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State toll revenues used for highways,2012,11756393000,Highways,12417631899,Actual,94.939
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State toll revenues used for highways,2013,11038000000,Highways,11395240799,Actual,97.257
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State toll revenues used for highways,2014,12264165000,Highways,12497747908,Actual,98.431
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State toll revenues used for highways,2015,11953771000,Highways,12291163436,Actual,97.288
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State toll revenues used for highways,2016,12163428000,Highways,12513042405,Actual,97.085
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State toll revenues used for highways,2017,12619393000,Highways,12619393000,Actual,100
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State toll revenues used for highways,2018,14562091000,Highways,13932748739,Actual,104.756
Revenue,Own,User-Based,Non-Trust Fund,-,State and local,State toll revenues used for highways,2019,19904441000,Highways,18742940949,Actual,106.402
