Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
05/13/2024,HYUN,4D,,SIL,009141A1,IL,701 N. Sacramento,(773) 265-7605,7090726
04/17/2024,DODG,PK,,,3640430B,IL,10300 S. Doty,(773) 785-9752,1726196
04/29/2024,FORD,LL,,WHI,AP71433,IL,10300 S. Doty,(773) 785-9752,1726257
04/29/2024,HOND,MC,,BLK,ZXYZ,IL,701 N. Sacramento,(773) 265-1846,1547335
05/15/2024,LINC,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,7090806
02/28/2024,BUIC,LL,,WHI,CU97639,IL,701 N. Sacramento,(773) 265-1846,1547027
03/19/2024,KIA,4D,,BLK,BZ64549,IL,10300 S. Doty,(773) 568-8495,2966676
03/27/2024,ACUR,4D,,BLK,EA57446,IL,701 N. Sacramento,(773) 265-7605,7087152
04/23/2024,JAGU,4D,,BLU,EE27591,IL,10300 S. Doty,(773) 568-8495,2968415
02/29/2024,,AP,,WHI,,IL,10300 S. Doty,(773) 568-8495,2965511
04/09/2024,DODG,PK,,SIL,2652659B,IL,10300 S. Doty,(773) 568-8495,2967857
05/20/2024,CADI,4D,,SIL,EG26128,IL,10300 S. Doty,(773) 568-8495,2969448
04/29/2024,KIA,4D,,SIL,DP20712,IL,10300 S. Doty,(773) 568-8495,2968603
03/09/2024,JEEP,LL,,GRN,,IL,10300 S. Doty,(773) 568-8495,2966032
05/13/2024,CHRY,4D,,MAR,852AB514,IL,10300 S. Doty,(773) 568-8495,2969129
04/25/2024,NISS,4D,,BLK,P626215,IL,701 N. Sacramento,(773) 265-7605,7089374
04/09/2024,MERC,4D,,RED,CE35054,IL,10300 S. Doty,(773) 785-9752,1726165
04/21/2024,DODG,VN,,MAR,,IL,10300 S. Doty,(773) 568-8495,2968355
03/14/2024,PONT,4D,,SIL,,IL,10300 S. Doty,(773) 785-9752,1726056
05/13/2024,TOYT,4D,,GRY,CS16844,IL,701 N. Sacramento,(773) 265-7605,7090727
04/29/2024,HOND,2D,,SIL,BN24250,IL,10300 S. Doty,(773) 568-8495,2968604
04/03/2024,HYUN,4D,,BLK,DW12455,IL,701 N. Sacramento,(773) 265-7605,7087891
04/23/2024,FORD,2D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7089210
04/03/2024,DODG,LL,,BLU,CM30570,IL,10300 S. Doty,(773) 568-8495,2967627
05/20/2024,INFI,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2969447
05/18/2024,NISS,VN,,MAR,,IL,10300 S. Doty,(773) 568-8495,2969361
03/29/2024,CHEV,4D,,DBL,EF35445,IL,400 E. Lower Wacker,(312) 744-7550,0299944
02/29/2024,HOND,4D,,SIL,EC62458,IL,10300 S. Doty,(773) 568-8495,2965513
03/13/2024,TOYT,4D,,BRO,EK93200,IL,701 N. Sacramento,(773) 265-7605,7085562
05/01/2024,FORD,LL,TK,SIL,RC9D2M,MI,10300 S. Doty,(773) 568-8495,2968680
05/22/2024,FORD,4D,,MAR,AWHIP,KY,701 N. Sacramento,(773) 265-7605,7091315
02/29/2024,CHEV,LL,TK,BLK,,IL,10300 S. Doty,(773) 568-8495,2965512
04/23/2024,KIA,4D,,RED,DB30160,IL,701 N. Sacramento,(773) 265-7605,7089211
03/22/2024,NISS,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7086503
05/20/2024,LINC,LL,,WHI,CD73654,IL,701 N. Sacramento,(773) 265-7605,7091213
04/17/2024,FORD,PK,,GRY,2729322B,IL,10300 S. Doty,(773) 568-8495,2968159
04/17/2024,JEEP,LL,,MAR,DJ81712,IL,10300 S. Doty,(773) 568-8495,2968158
05/13/2024,HOND,4D,,GRY,5389513,IL,701 N. Sacramento,(773) 265-1846,1547418
05/17/2024,CHRY,VN,,WHI,CF16665,IL,701 N. Sacramento,(773) 265-1846,1547453
03/13/2024,VOLK,4D,,BLK,BV80373,IL,701 N. Sacramento,(773) 265-7605,7085564
04/05/2024,CHRY,VN,,WHI,,IL,701 N. Sacramento,(773) 265-1846,1547222
04/29/2024,FORD,LL,,RED,00745A30,IL,701 N. Sacramento,(773) 265-7605,7089749
04/05/2024,CHEV,LL,,TAN,DN20431,IL,10300 S. Doty,(773) 568-8495,2967717
05/01/2024,DODG,TT,TK,SIL,124148TW,IL,701 N. Sacramento,(773) 265-7605,7089827
05/09/2024,SUBA,LL,,WHI,CT48074,IL,701 N. Sacramento,(773) 265-7605,7090424
05/15/2024,CHEV,4D,,SIL,DM38554,IL,701 N. Sacramento,(773) 265-7605,7090807
05/20/2024,CADI,4D,,WHI,AWC1765,WI,701 N. Sacramento,(773) 265-1846,1547460
03/27/2024,NISS,4D,,BLK,EJ48072,IL,701 N. Sacramento,(773) 265-7605,7087151
04/15/2024,GMC,LL,,MAR,EG56762,IL,701 N. Sacramento,(773) 265-1846,1547263
04/07/2024,MERZ,4D,,BLK,BP14190,IL,400 E. Lower Wacker,(312) 744-7550,0300499
05/22/2024,CHEV,LL,TK,DBL,DV90430,IL,701 N. Sacramento,(773) 265-7605,7091314
04/03/2024,HOND,2D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7087892
03/21/2024,LEXS,LL,,MAR,7827B41,TX,10300 S. Doty,(773) 568-8495,2966820
04/23/2024,CHEV,LL,,RED,DV74850,IL,701 N. Sacramento,(773) 265-7605,7089200
05/15/2024,TOYT,LL,,RED,E106916,IL,701 N. Sacramento,(773) 265-1846,1547440
05/07/2024,FORD,4D,,SIL,DK43514,IL,10300 S. Doty,(773) 785-9752,1726315
05/13/2024,FORD,PK,,BLK,3367421B,IL,701 N. Sacramento,(773) 265-7605,7090724
05/20/2024,HOND,LL,,WHI,EA22580,IL,10300 S. Doty,(773) 568-8495,2969450
05/20/2024,MITS,LL,TK,RED,DU50613,IL,701 N. Sacramento,(773) 265-7605,7091214
05/09/2024,HOND,VN,,GRY,DC46242,IL,10300 S. Doty,(773) 785-9752,1726326
05/22/2024,MAZD,LL,,GRY,DF18069,IL,701 N. Sacramento,(773) 265-7605,7091316
03/21/2024,CHEV,4D,,MAR,EA18158,IL,400 E. Lower Wacker,(312) 744-7550,0299424
05/11/2024,MAZD,VN,,BLU,CT53383,IL,701 N. Sacramento,(773) 265-7605,7090508
05/11/2024,NISS,4T,,BLK,DL22540,IL,701 N. Sacramento,(773) 265-7605,7090509
03/20/2024,GMC,LL,,GRY,CQ68605,IL,701 N. Sacramento,(773) 265-1846,1547120
03/02/2024,TOYT,4D,,BLU,CD51628,IL,701 N. Sacramento,(773) 265-7605,7084441
04/09/2024,FORD,LL,,MAR,,IL,10300 S. Doty,(773) 785-9752,1726163
05/15/2024,VOLK,4D,,BLK,ZY59233,IL,400 E. Lower Wacker,(312) 744-7550,0302991
05/03/2024,PONT,2D,,BLK,ADM5786,WI,701 N. Sacramento,(773) 265-1846,1547368
04/25/2024,FORD,4D,,WHI,MZH124,IA,10300 S. Doty,(773) 568-8495,2968490
04/19/2024,NISS,LL,,GRY,DR86470,IL,10300 S. Doty,(773) 568-8495,2968236
02/26/2024,TOYT,LL,,BLK,BW88509,IL,701 N. Sacramento,(773) 265-7605,7083855
03/21/2024,FORD,VN,,GRN,Q353223,IL,701 N. Sacramento,(773) 265-1846,1547136
04/07/2024,HYUN,4D,,BLK,29771131,NC,701 N. Sacramento,(773) 265-7605,7088187
02/23/2024,FORD,LL,TK,RED,,,701 N. Sacramento,(773) 265-7605,7083485
05/09/2024,TOYT,4D,,BLU,BD93455,IL,701 N. Sacramento,(773) 265-1846,1547401
05/18/2024,INFI,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2969362
03/23/2024,MERC,LL,TK,BLK,EM25307,IL,10300 S. Doty,(773) 568-8495,2967005
05/03/2024,BUIC,4D,,BLU,CH53190,IL,10300 S. Doty,(773) 785-9752,1726299
05/18/2024,FORD,2D,,SIL,CX61140,IL,701 N. Sacramento,(773) 265-7605,7091027
05/07/2024,CHRY,VN,,SIL,,IL,10300 S. Doty,(773) 568-8495,2968963
03/17/2024,TOYT,4D,,WHI,EP63475,IL,400 E. Lower Wacker,(312) 744-7550,0299180
05/07/2024,,BT,,WHI,,,10300 S. Doty,(773) 568-8495,2968965
05/07/2024,,OB,,BLU,,,10300 S. Doty,(773) 568-8495,2968964
04/21/2024,HYUN,LL,,BLK,HMS786,MN,10300 S. Doty,(773) 568-8495,2968357
04/23/2024,TOYT,4D,,BLK,AP63127,IL,701 N. Sacramento,(773) 265-7605,7089215
04/09/2024,CHEV,LL,,TAN,L840322,IL,10300 S. Doty,(773) 785-9752,1726166
04/07/2024,LINC,4D,,WHI,DB78719,IL,701 N. Sacramento,(773) 265-7605,7088186
05/15/2024,CHEV,LL,TK,BLK,EG60198,IL,701 N. Sacramento,(773) 265-7605,7090808
05/17/2024,GMC,LL,,WHI,DK38448,IL,10300 S. Doty,(773) 568-8495,2969328
04/23/2024,HYUN,4D,,RED,EA63665,IL,701 N. Sacramento,(773) 265-1846,1547311
04/21/2024,CHEV,4D,,BLK,HVD1010,OH,10300 S. Doty,(773) 568-8495,2968356
04/23/2024,JEEP,LL,,BLK,AAF9492,WI,701 N. Sacramento,(773) 265-7605,7089212
03/12/2024,TOYT,4D,,GRY,S172508,IL,400 E. Lower Wacker,(312) 744-7550,0298872
04/25/2024,NISS,LL,,SIL,DR43072,IL,701 N. Sacramento,(773) 265-7605,7089375
05/11/2024,DODG,LL,,GRY,DQ31403,IL,701 N. Sacramento,(773) 265-7605,7090519
04/29/2024,SATR,LL,,RED,DX98298,IL,701 N. Sacramento,(773) 265-7605,7089751
03/20/2024,CHEV,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2966792
03/20/2024,VOLK,4H,,RED,EE38992,IL,701 N. Sacramento,(773) 265-7605,7086376
05/17/2024,HOND,VN,,GRY,6353730,IL,701 N. Sacramento,(773) 265-1846,1547454
05/05/2024,NISS,4D,,MAR,ER24101,IL,701 N. Sacramento,(773) 265-7605,7090208
03/14/2024,FORD,VN,,RED,3641796B,IL,10300 S. Doty,(773) 568-8495,2966346
05/17/2024,HOND,2D,,WHI,CG54707,IL,10300 S. Doty,(773) 568-8495,2969326
02/26/2024,ZCZY,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,295329
03/24/2024,HOND,4D,,SIL,BV92289,IL,701 N. Sacramento,(773) 265-7605,7086771
02/23/2024,FORD,LL,,GLD,EM25189,IL,10300 S. Doty,(773) 568-8495,2965164
04/02/2024,NISS,4D,,BLK,DZ52601,IL,10300 S. Doty,(773) 785-9752,1726135
05/09/2024,CHEV,4D,,BLK,CR81923,IL,701 N. Sacramento,(773) 265-1846,1547400
02/23/2024,HYUN,4D,,BLK,WH2399C,WI,10300 S. Doty,(773) 568-8495,2965166
03/20/2024,BUIC,2D,,WHI,,,701 N. Sacramento,(773) 265-1846,1547124
05/18/2024,CHEV,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7091026
03/02/2024,ACUR,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2965587
04/23/2024,HOND,4D,,BLK,HMX7837,OH,701 N. Sacramento,(773) 265-7605,7089213
03/28/2024,DODG,LL,,GRY,E231816,IL,701 N. Sacramento,(773) 265-1846,1726119
03/24/2024,TOYT,4D,,BLK,CT57071,IL,701 N. Sacramento,(773) 265-7605,7086769
04/12/2024,MERC,LL,TK,DBL,EE44365,IL,10300 S. Doty,(773) 568-8495,2967977
05/17/2024,CHEV,PK,,BLK,3267003B,IL,10300 S. Doty,(773) 568-8495,2969325
04/03/2024,GMC,LL,,RED,BZ47562,IL,10300 S. Doty,(773) 568-8495,2967634
05/20/2024,CHRY,VN,TK,BLU,,IL,701 N. Sacramento,(773) 265-7605,7091220
04/02/2024,DODG,,,,,IL,10300 S. Doty,(773) 568-8495,2967540
02/23/2024,KIA,LL,,BLK,AW18951,IL,10300 S. Doty,(773) 568-8495,2965167
04/25/2024,GMC,LL,,GRY,DF70018,IL,701 N. Sacramento,(773) 265-7605,7089370
04/25/2024,VOLK,LL,,GRY,CZ61629,IL,701 N. Sacramento,(773) 265-7605,7089378
04/23/2024,FORD,PK,,WHI,3735431B,IL,701 N. Sacramento,(773) 265-1846,1547312
03/31/2024,JEEP,LL,,BLU,EJ40408,IL,701 N. Sacramento,(773) 265-7605,7087727
03/01/2024,CHEV,4D,,WHI,CDB8815,WA,400 E. Lower Wacker,(312) 744-7550,0298118
03/01/2024,MAZD,LL,,GRY,DG32020,IL,400 E. Lower Wacker,(312) 744-7550,0298117
05/13/2024,KIA,4D,,GRY,EQ15842,IL,10300 S. Doty,(773) 568-8495,2969133
05/17/2024,VOLK,LL,TK,GRY,CZ34321,IL,10300 S. Doty,(773) 568-8495,2969324
05/18/2024,FORD,LL,,BLK,EP11382,IL,701 N. Sacramento,(773) 265-7605,7091028
03/24/2024,TOYT,4D,,WHI,2731TX,IL,701 N. Sacramento,(773) 265-7605,7086768
03/24/2024,LEXS,4D,,BRO,AV65186,IL,701 N. Sacramento,(773) 265-7605,7086765
05/18/2024,INFI,4D,,BLU,IT9974A,IL,10300 S. Doty,(773) 568-8495,2969363
05/22/2024,NISS,LL,,BRO,AU93938,IL,701 N. Sacramento,(773) 265-1846,1547477
04/13/2024,HYUN,4D,,BLK,EF33041,IL,10300 S. Doty,(773) 568-8495,2968011
05/22/2024,BUIC,4D,,WHI,DB19666,IL,701 N. Sacramento,(773) 265-1846,1547478
04/23/2024,VOLK,4D,,GRY,AN258141,IL,701 N. Sacramento,(773) 265-1846,1547313
05/01/2024,NISS,4D,,SIL,TWT5519,VA,701 N. Sacramento,(773) 265-7605,7089829
04/29/2024,OTAS,MC,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7089752
05/18/2024,CHEV,4D,,BLK,EQ16894,IL,10300 S. Doty,(773) 568-8495,2969364
04/23/2024,TOYT,4D,,WHI,BZ25075,IL,701 N. Sacramento,(773) 265-1846,1547315
03/14/2024,CHEV,4D,,GRY,AF95237,IL,10300 S. Doty,(773) 785-9752,1726057
02/28/2024,FORD,LL,,GRY,CF50903,IL,701 N. Sacramento,(773) 265-7605,7084047
05/18/2024,CHEV,4D,,GRY,DS81312,IL,10300 S. Doty,(773) 568-8495,2969365
03/01/2024,DODG,2T,,GRY,,IL,10300 S. Doty,(773) 568-8495,2965515
05/20/2024,KIA,4D,,WHI,CT97701,IL,10300 S. Doty,(773) 568-8495,2969451
04/03/2024,TOYT,4D,,SIL,9403H61,TX,10300 S. Doty,(773) 568-8495,2967632
05/22/2024,FORD,LL,TK,GRY,,IL,701 N. Sacramento,(773) 265-7605,7091317
03/24/2024,LEXS,4D,,RED,Z752804,IL,701 N. Sacramento,(773) 265-7605,7086766
05/20/2024,BMW,4D,,BLU,,IL,10300 S. Doty,(773) 785-9752,1726368
04/25/2024,TOYT,LL,,SIL,CE37199,IL,10300 S. Doty,(773) 785-9752,1726243
04/07/2024,NISS,LL,,BLK,BG88162,IL,400 E. Lower Wacker,(312) 744-7550,0300508
04/09/2024,DODG,VN,,SIL,,IL,10300 S. Doty,(773) 568-8495,2967858
04/15/2024,,UT,,BLK,,IL,10300 S. Doty,(773) 568-8495,2968074
04/13/2024,SATU,4D,,LBL,,,10300 S. Doty,(773) 568-8495,2968024
03/02/2024,MAZD,4D,,GRY,EF22076,IL,10300 S. Doty,(773) 568-8495,2965634
04/27/2024,FORD,LL,,WHI,EM63144,IL,10300 S. Doty,(773) 568-8495,2968551
04/25/2024,VOLK,4D,,BLK,EL21770,IL,10300 S. Doty,(773) 785-9752,1726242
04/27/2024,HOND,4D,,SIL,EB80946,IL,701 N. Sacramento,(773) 265-7605,7089559
04/27/2024,NISS,4D,,WHI,EB35615,IL,701 N. Sacramento,(773) 265-7605,7089561
03/01/2024,CHEV,LL,,BLK,EG49363,IL,400 E. Lower Wacker,(312) 744-7550,0298121
03/17/2024,FORD,SW,,BLU,CE20953,IL,701 N. Sacramento,(773) 265-7605,7086118
03/01/2024,FORD,LL,,RED,ZX37928,IL,400 E. Lower Wacker,(312) 744-7550,0298123
05/01/2024,KIA,LL,,WHI,CH16130,IL,701 N. Sacramento,(773) 265-7605,7089831
04/09/2024,FORD,PK,,GRN,2203336B,IL,701 N. Sacramento,(773) 265-7605,7088284
03/02/2024,KIA,4T,,BLK,ATE8458,WI,701 N. Sacramento,(773) 265-7605,7084318
05/15/2024,SATR,4D,,LBL,CK71896,IL,701 N. Sacramento,(773) 265-7605,7090810
05/17/2024,FORD,4D,,SIL,DU68512,IL,701 N. Sacramento,(773) 265-7605,7090893
05/03/2024,CHEV,VN,,WHI,1667186B,IL,10300 S. Doty,(773) 785-9752,1726301
03/24/2024,LEXS,4D,,MAR,90678FF,IL,701 N. Sacramento,(773) 265-7605,7086772
03/24/2024,TOYT,4D,,BLU,EK92746,IL,701 N. Sacramento,(773) 265-7605,7086792
04/21/2024,NISS,4D,ALT,BLK,009751A7,IL,10300 S. Doty,(773) 568-8495,2968359
03/21/2024,JEEP,LL,,BLU,,IL,701 N. Sacramento,(773) 265-7605,7086437
05/13/2024,FORD,PK,,WHI,3375580B,IL,701 N. Sacramento,(773) 265-7605,7090731
03/02/2024,MAZD,LL,,BLU,EC18212,IL,701 N. Sacramento,(773) 265-7605,7084340
04/25/2024,FORD,PK,,BLK,TK38600J,IN,701 N. Sacramento,(773) 265-7605,7089386
03/26/2024,CHEV,LL,,BLU,CU25766,IL,701 N. Sacramento,(773) 265-7605,7087109
04/21/2024,LINC,LL,AVA,SIL,,IL,701 N. Sacramento,(773) 265-7605,7089120
05/09/2024,CHEV,PK,,BLU,009737A8,IL,10300 S. Doty,(773) 785-9752,1726328
05/17/2024,TOYT,4D,,GRN,DG75682,IL,701 N. Sacramento,(773) 265-1846,1547455
04/17/2024,GMC,VN,,WHI,2348657B,IL,10300 S. Doty,(773) 785-9752,1726201
05/01/2024,BUIC,4D,,WHI,796AB242,IL,10300 S. Doty,(773) 568-8495,2968685
05/07/2024,KIA,SW,,GRN,AJU7817,WI,701 N. Sacramento,(773) 265-7605,7090320
05/22/2024,VOLK,4D,,BLK,EJ35066,IL,10300 S. Doty,(773) 568-8495,2969523
05/09/2024,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 785-9752,1726327
03/04/2024,HOND,VN,ODY,BLK,,,10300 S. Doty,(773) 568-8495,2965744
05/18/2024,JEEP,LL,,GRY,EH69279,IL,10300 S. Doty,(773) 568-8495,2969367
05/18/2024,CHEV,4D,,SIL,EF37289,IL,10300 S. Doty,(773) 568-8495,2969368
04/27/2024,CHEV,4D,,WHI,CAS4955,MI,701 N. Sacramento,(773) 265-7605,7089570
05/13/2024,BMW,4D,,BLK,EG35154,IL,701 N. Sacramento,(773) 265-7605,7090730
03/31/2024,MERZ,4D,,WHI,6725B,IN,10300 S. Doty,(773) 568-8495,2967474
05/13/2024,TOYT,LL,,SIL,J88945J,TX,10300 S. Doty,(773) 568-8495,2969134
03/24/2024,LINC,4D,,GRY,EK57729,IL,701 N. Sacramento,(773) 265-7605,7086790
03/24/2024,TOYT,4D,,WHI,EH77294,IL,701 N. Sacramento,(773) 265-7605,7086787
05/22/2024,NISS,LL,TK,GRY,BM91484,IL,10300 S. Doty,(773) 568-8495,2969522
05/15/2024,HOND,4D,,GLD,DX22292,IL,10300 S. Doty,(773) 568-8495,2969236
03/26/2024,DODG,4D,,SIL,R785046,IL,701 N. Sacramento,(773) 265-7605,7087106
05/22/2024,KIA,4D,,GRY,7NCR067,CA,701 N. Sacramento,(773) 265-7605,7091320
03/24/2024,TOYT,4D,,GRY,EG59162,IL,701 N. Sacramento,(773) 265-7605,7086773
03/24/2024,TOYT,4D,,BLU,CY40838,IL,701 N. Sacramento,(773) 265-7605,7086793
04/17/2024,,,,WHI,,IL,10300 S. Doty,(773) 785-9752,1726199
05/15/2024,CHRY,4D,,BLK,DC62793,IL,10300 S. Doty,(773) 568-8495,2969238
04/03/2024,MERC,LL,,GRY,,IL,10300 S. Doty,(773) 568-8495,2967636
04/17/2024,INFI,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2968170
03/28/2024,FIAT,2D,,GRY,DV31754,IL,701 N. Sacramento,(773) 265-7605,7087248
05/07/2024,HYUN,4D,,GRY,E437818,IL,701 N. Sacramento,(773) 265-7605,7090316
05/22/2024,JEEP,LL,,BLK,EC60580,IL,701 N. Sacramento,(773) 265-7605,7091319
05/01/2024,AUDI,LL,,BLK,DS23358,IL,10300 S. Doty,(773) 568-8495,2968683
05/07/2024,NISS,4D,,BLK,FP241133,IL,701 N. Sacramento,(773) 265-7605,7090314
05/15/2024,HOND,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7090812
05/15/2024,HOND,4D,,SIL,DZ41743,IL,10300 S. Doty,(773) 568-8495,2969241
05/09/2024,MERC,LL,,SIL,EF32364,IL,10300 S. Doty,(773) 785-9752,1726331
03/17/2024,HOND,LL,,BLU,DX84200,IL,701 N. Sacramento,(773) 265-7605,7086168
03/31/2024,SATR,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2967477
04/03/2024,CHEV,PK,,GRN,,IL,10300 S. Doty,(773) 568-8495,2967637
04/17/2024,DODG,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2968171
05/13/2024,DODG,4D,,SIL,DD13770,IL,701 N. Sacramento,(773) 265-1846,1547419
05/01/2024,KIA,LL,,SIL,DG40201,IL,10300 S. Doty,(773) 568-8495,2968686
04/17/2024,,BT,,BLU,,IL,10300 S. Doty,(773) 785-9752,1726200
03/24/2024,TOYT,4D,,GRY,EG13293,IL,701 N. Sacramento,(773) 265-7605,7086805
04/21/2024,ZCZY,UT,,WHI,,IL,701 N. Sacramento,(773) 265-7605,7089117
05/01/2024,TOYT,PK,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7089832
05/17/2024,FORD,LL,,GRY,DS60294,IL,10300 S. Doty,(773) 568-8495,2969332
04/11/2024,JEEP,LL,,BLK,651AB529,IL,10300 S. Doty,(773) 568-8495,2967943
03/24/2024,TOYT,4D,,WHI,DQ82302,IL,701 N. Sacramento,(773) 265-7605,7086798
03/05/2024,CHEV,VN,,GRY,Y725526,IL,10300 S. Doty,(773) 785-9752,1726016
05/03/2024,VOLK,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7089905
03/26/2024,DODG,4D,,SIL,EL31091,IL,701 N. Sacramento,(773) 265-7605,7087107
03/24/2024,TOYT,4D,,BLK,EA56655,IL,701 N. Sacramento,(773) 265-7605,7086802
04/19/2024,HOND,HB,,BLK,EC91407,IL,10300 S. Doty,(773) 568-8495,2968234
04/18/2024,INFI,LL,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7088804
03/11/2024,NISS,LL,,WHI,BX83346,IL,10300 S. Doty,(773) 568-8495,2966179
05/09/2024,LEXS,LL,,BLK,DT74600,IL,701 N. Sacramento,(773) 265-7605,7090431
05/03/2024,DODG,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2968805
03/24/2024,TOYT,4D,,TAN,KRW799,MN,701 N. Sacramento,(773) 265-7605,7086797
05/07/2024,DODG,SW,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7090321
03/24/2024,TOYT,4D,,SIL,DQ82312,IL,701 N. Sacramento,(773) 265-7605,7086795
05/18/2024,BMW,LL,,BLK,BY65735,IL,10300 S. Doty,(773) 568-8495,2969366
05/06/2024,FORD,LL,TK,GRY,DR48633,IL,10300 S. Doty,(773) 568-8495,2968887
05/22/2024,HOND,4D,,BLK,S459578,IL,400 E. Lower Wacker,(312) 744-7550,0303449
03/24/2024,NISS,4D,,BLK,EG33151,IL,701 N. Sacramento,(773) 265-7605,7086804
05/22/2024,HOND,4D,,SIL,932AVZ,IN,400 E. Lower Wacker,(312) 744-7550,0303450
04/02/2024,CHEV,4D,,GRY,DT54451,IL,701 N. Sacramento,(773) 265-7605,7087814
03/01/2024,FORD,4T,,BLU,DL47092,IL,701 N. Sacramento,(773) 265-7605,7084179
03/06/2024,OTTE,HH,,ONG,,IL,701 N. Sacramento,(773) 265-1846,1547050
04/21/2024,LEXS,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7089121
05/15/2024,NISS,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2969239
03/29/2024,NISS,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2967377
05/20/2024,HOND,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,7091219
05/20/2024,LEXS,4D,,BLK,BK51293,IL,10300 S. Doty,(773) 785-9752,1726369
04/07/2024,DODG,VN,TK,MAR,BH95554,IL,701 N. Sacramento,(773) 265-7605,7088189
04/07/2024,CHEV,4D,,GRY,EL26427,IL,701 N. Sacramento,(773) 265-7605,7088191
04/25/2024,FORD,LL,,BLK,,MA,10300 S. Doty,(773) 568-8495,2968492
03/06/2024,FORD,LL,,GRY,,IL,701 N. Sacramento,(773) 265-7605,7084813
05/05/2024,FORD,LL,TK,GRY,CF14822,IL,10300 S. Doty,(773) 568-8495,2968890
05/15/2024,FORD,4D,,GRY,,IL,701 N. Sacramento,(773) 265-1846,1547441
05/15/2024,CHEV,4D,,RED,EP25449,IL,10300 S. Doty,(773) 568-8495,2969243
03/11/2024,HYUN,4T,,BLK,N713587,IL,701 N. Sacramento,(773) 265-7605,7085356
05/06/2024,MERC,4D,,GRY,CHK726,IN,10300 S. Doty,(773) 568-8495,2968891
05/06/2024,PORS,LL,,DBL,DH36027,IL,701 N. Sacramento,(773) 265-7605,7090211
05/09/2024,NISS,LL,,SIL,CD53234,IL,10300 S. Doty,(773) 785-9752,1726330
05/09/2024,VOLK,4D,,BLU,AR76978,IL,701 N. Sacramento,(773) 265-7605,7090430
05/17/2024,BUIC,2D,,BLK,,IL,701 N. Sacramento,(773) 265-1846,1547457
05/15/2024,NISS,4D,,BLK,CHQ889,IN,10300 S. Doty,(773) 785-9752,1726351
03/12/2024,MAZD,LL,,BLK,EM97486,IL,10300 S. Doty,(773) 568-8495,2966258
04/19/2024,CHEV,4T,,BLU,DY49769,IL,10300 S. Doty,(773) 568-8495,2968238
04/29/2024,ORTH,2D,,BRO,,IL,10300 S. Doty,(773) 785-9752,1726258
05/06/2024,MERZ,4D,,SIL,EK55894,IL,701 N. Sacramento,(773) 265-7605,7090213
03/21/2024,KIA,4D,,GRY,5DH8853,MD,10300 S. Doty,(773) 568-8495,2966840
04/25/2024,FORD,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,7089389
05/11/2024,HOND,4D,,SIL,DS79600,IL,701 N. Sacramento,(773) 265-7605,7090529
03/27/2024,NISS,4D,,BLK,EK90859,IL,10300 S. Doty,(773) 568-8495,509169
04/19/2024,HOND,4D,,BGE,DV13905,IL,701 N. Sacramento,(773) 265-7605,7088834
05/22/2024,HOND,4D,,SIL,Z398109,IL,701 N. Sacramento,(773) 265-7605,7091322
05/06/2024,CHEV,4D,,PLE,,,10300 S. Doty,(773) 568-8495,2968885
05/03/2024,MITS,LL,,BLK,BU78878,IL,701 N. Sacramento,(773) 265-1846,1547364
04/29/2024,ORTH,TR,,RED,,IL,10300 S. Doty,(773) 785-9752,1726259
04/19/2024,CHEV,LL,TK,TAN,CB46093,IL,10300 S. Doty,(773) 568-8495,2968241
04/13/2024,HYUN,4D,,SIL,ER11591,IL,701 N. Sacramento,(773) 265-7605,7088549
03/22/2024,MITS,4D,TK,WHI,TUL473,IN,10300 S. Doty,(773) 568-8495,509180
03/05/2024,BUIC,4D,,TAN,EC56549,IL,10300 S. Doty,(773) 568-8495,2965784
04/09/2024,INTE,PK,,WHI,485817D,IL,10300 S. Doty,(773) 785-9752,1726168
03/04/2024,BUIC,4D,,GLD,,IL,10300 S. Doty,(773) 568-8495,2965720
